"Date","Price","Open","High","Low","Vol.","Change %"
"26-04-2019","37,518","37,546","37,680","37,295","17.04K","0.16%"
"25-04-2019","37,457","37,255","37,648","37,255","17.33K","-0.07%"
"24-04-2019","37,482","36,921","37,504","36,913","20.74K","1.37%"
"23-04-2019","36,976","37,419","37,455","36,830","18.78K","-1.08%"
"22-04-2019","37,381","37,325","37,608","37,325","12.09K","0.41%"
"18-04-2019","37,230","37,250","37,389","37,112","13.51K","0.05%"
"17-04-2019","37,210","37,232","37,469","37,111","10.35K","-0.14%"
"16-04-2019","37,263","37,200","37,338","37,060","14.92K","-0.03%"
"15-04-2019","37,273","37,130","37,339","36,891","16.99K","0.14%"
"12-04-2019","37,220","37,001","37,467","37,001","16.11K","0.81%"
"11-04-2019","36,920","37,700","37,730","36,889","22.58K","-2.49%"
"10-04-2019","37,861","37,740","37,906","37,619","14.18K","0.06%"
"09-04-2019","37,838","38,050","38,150","37,808","14.07K","-0.46%"
"08-04-2019","38,013","37,690","38,121","37,690","14.35K","1.32%"
"05-04-2019","37,519","37,450","37,796","37,419","18.94K","0.14%"
"04-04-2019","37,468","37,289","37,518","37,000","21.20K","0.65%"
"03-04-2019","37,226","37,420","37,532","37,142","16.90K","-0.38%"
"02-04-2019","37,367","37,555","37,594","37,045","17.35K","-0.65%"
"01-04-2019","37,612","37,807","37,836","37,515","12.74K","-0.39%"
"29-03-2019","37,761","37,391","37,869","37,280","15.46K","1.19%"
"28-03-2019","37,317","38,039","38,085","37,279","20.08K","-1.84%"
"27-03-2019","38,015","38,335","38,393","37,972","17.48K","-0.79%"
"26-03-2019","38,319","38,542","38,542","38,261","13.97K","-0.71%"
"25-03-2019","38,592","38,410","38,622","38,351","12.97K","0.60%"
"22-03-2019","38,362","38,293","38,547","38,167","16.82K","0.26%"
"21-03-2019","38,263","38,150","38,505","38,150","9.28K","0.77%"
"20-03-2019","37,970","38,215","38,215","37,850","16.27K","-0.75%"
"19-03-2019","38,255","38,031","38,380","37,943","13.53K","0.92%"
"18-03-2019","37,907","38,000","38,120","37,750","12.57K","-0.47%"
"15-03-2019","38,087","38,089","38,337","38,031","12.81K","0.42%"
"14-03-2019","37,927","38,676","38,706","37,900","21.18K","-2.12%"
"13-03-2019","38,748","38,829","38,950","38,705","13.29K","0.15%"
"12-03-2019","38,689","38,681","38,860","38,570","12.55K","0.62%"
"11-03-2019","38,450","38,664","38,719","38,378","11.76K","-0.72%"
"08-03-2019","38,728","38,109","38,799","38,086","18.46K","1.74%"
"07-03-2019","38,064","38,228","38,241","37,889","15.64K","-0.26%"
"06-03-2019","38,165","38,484","38,640","38,101","18.85K","0.82%"
"05-03-2019","37,855","38,100","38,148","37,701","0.58K","-0.50%"
"04-03-2019","38,045","38,199","38,301","37,968","0.29K","-0.67%"
"01-03-2019","38,301","39,096","39,168","38,216","4.16K","-2.13%"
"28-02-2019","39,134","39,808","39,897","39,101","13.83K","-1.57%"
"27-02-2019","39,760","40,139","40,239","39,725","13.25K","-0.73%"
"26-02-2019","40,054","40,287","40,360","39,955","16.40K","0.12%"
"25-02-2019","40,006","40,270","40,412","39,974","15.00K","-0.65%"
"22-02-2019","40,268","40,164","40,320","40,038","15.11K","0.26%"
"21-02-2019","40,164","40,542","40,556","40,125","18.13K","-1.78%"
"20-02-2019","40,891","40,663","40,993","40,525","13.74K","0.82%"
"19-02-2019","40,557","40,259","40,586","40,151","14.47K","0.96%"
"18-02-2019","40,170","40,080","40,292","40,080","9.44K","0.52%"
"15-02-2019","39,962","39,510","40,060","39,485","14.57K","1.32%"
"14-02-2019","39,443","39,510","39,570","39,256","16.24K","-0.36%"
"13-02-2019","39,586","39,538","39,898","39,499","14.50K","0.21%"
"12-02-2019","39,503","39,885","39,950","39,426","13.65K","-0.80%"
"11-02-2019","39,822","40,011","40,049","39,741","11.46K","-0.71%"
"08-02-2019","40,105","39,881","40,261","39,725","13.78K","0.46%"
"07-02-2019","39,920","40,031","40,056","39,861","14.15K","-0.56%"
"06-02-2019","40,146","40,437","40,437","40,085","11.65K","-0.54%"
"05-02-2019","40,362","40,580","40,716","40,331","11.34K","-0.62%"
"04-02-2019","40,615","40,505","40,640","40,225","14.02K","0.10%"
"01-02-2019","40,576","40,251","40,786","40,200","16.64K","0.34%"
"31-01-2019","40,439","40,420","40,689","39,902","14.07K","0.26%"
"30-01-2019","40,335","40,349","40,475","40,170","11.64K","0.17%"
"29-01-2019","40,266","39,930","40,341","39,905","16.66K","0.83%"
"28-01-2019","39,936","39,885","40,086","39,665","13.25K","0.67%"
"25-01-2019","39,670","38,973","39,720","38,950","19.00K","2.02%"
"24-01-2019","38,883","39,120","39,140","38,840","10.95K","-0.55%"
"23-01-2019","39,099","39,127","39,319","38,930","13.18K","0.07%"
"22-01-2019","39,072","38,820","39,130","38,733","13.76K","0.48%"
"21-01-2019","38,887","39,155","39,224","38,802","11.97K","-0.79%"
"18-01-2019","39,198","39,450","39,583","39,107","13.16K","-0.51%"
"17-01-2019","39,400","39,730","39,730","39,336","12.14K","-0.48%"
"16-01-2019","39,592","39,532","39,753","39,433","13.94K","0.06%"
"15-01-2019","39,569","39,580","39,770","39,461","14.83K","0.04%"
"14-01-2019","39,552","39,305","39,588","39,279","9.06K","0.55%"
"11-01-2019","39,336","39,365","39,629","39,207","12.80K","0.13%"
"10-01-2019","39,285","39,591","39,761","39,260","13.90K","-0.60%"
"09-01-2019","39,521","39,270","39,642","39,237","15.10K","0.47%"
"08-01-2019","39,337","39,075","39,375","38,889","12.68K","0.29%"
"07-01-2019","39,222","39,224","39,522","39,161","13.99K","0.13%"
"04-01-2019","39,173","39,600","39,670","39,121","18.34K","-0.83%"
"03-01-2019","39,501","39,188","39,540","39,162","16.66K","0.96%"
"02-01-2019","39,127","38,601","39,215","38,601","20.23K","0.88%"
"01-01-2019","38,786","38,726","38,852","38,615","1.66K","-0.09%"
"31-12-2018","38,821","38,798","38,877","38,550","13.78K","0.30%"
"28-12-2018","38,706","38,749","38,880","38,587","14.20K","0.04%"
"27-12-2018","38,690","38,274","38,783","38,081","19.65K","1.14%"
"26-12-2018","38,253","37,607","38,489","37,574","19.41K","1.90%"
"24-12-2018","37,541","37,325","37,600","37,305","9.46K","0.76%"
"21-12-2018","37,256","37,413","37,605","37,201","13.11K","-0.72%"
"20-12-2018","37,525","37,391","37,655","37,185","15.98K","-0.41%"
"19-12-2018","37,679","37,455","37,830","37,368","11.05K","0.60%"
"18-12-2018","37,453","38,002","38,042","37,415","13.61K","-1.88%"
"17-12-2018","38,169","37,965","38,208","37,905","8.62K","0.30%"
"14-12-2018","38,054","38,248","38,297","37,980","13.12K","-0.79%"
"13-12-2018","38,356","38,400","38,522","38,224","11.23K","-0.53%"
"12-12-2018","38,561","38,299","38,623","38,140","13.70K","0.60%"
"11-12-2018","38,331","38,340","38,660","38,079","15.98K","-0.10%"
"10-12-2018","38,369","37,907","38,480","37,700","19.88K","1.05%"
"07-12-2018","37,972","37,220","38,000","37,182","16.69K","2.03%"
"06-12-2018","37,218","37,421","37,517","37,061","14.52K","2.35%"
"05-12-2018","36,362","36,296","36,528","36,287","0.04K","-0.74%"
"04-12-2018","36,634","36,335","36,727","36,320","0.28K","1.33%"
"03-12-2018","36,153","35,500","36,470","35,500","2.30K","2.86%"
"30-11-2018","35,147","35,614","35,789","34,981","20.86K","-1.31%"
"29-11-2018","35,614","35,960","35,998","35,548","14.71K","-1.41%"
"28-11-2018","36,124","35,796","36,265","35,704","16.39K","0.98%"
"27-11-2018","35,772","36,043","36,195","35,725","16.11K","-0.70%"
"26-11-2018","36,024","36,263","36,444","36,000","13.84K","-0.10%"
"23-11-2018","36,061","36,500","36,500","35,776","12.30K","-1.43%"
"22-11-2018","36,586","36,907","36,995","36,538","9.13K","-0.88%"
"21-11-2018","36,909","36,533","37,015","36,516","16.37K","0.87%"
"20-11-2018","36,592","36,762","37,025","36,500","13.89K","-0.74%"
"19-11-2018","36,864","37,006","37,090","36,775","10.17K","-0.34%"
"16-11-2018","36,991","36,797","37,155","36,680","14.36K","0.82%"
"15-11-2018","36,691","36,569","36,800","36,420","14.67K","0.54%"
"14-11-2018","36,494","36,350","36,542","36,036","14.82K","0.30%"
"13-11-2018","36,385","36,670","36,775","36,355","15.90K","-0.84%"
"12-11-2018","36,695","37,010","37,138","36,668","13.87K","-0.50%"
"09-11-2018","36,880","37,550","37,605","36,689","17.33K","-1.95%"
"08-11-2018","37,613","38,173","38,173","37,379","10.65K","-1.68%"
"07-11-2018","38,257","38,287","38,295","38,138","2.14K","0.34%"
"06-11-2018","38,128","38,389","38,535","38,070","16.25K","-0.60%"
"05-11-2018","38,359","38,547","38,720","38,314","12.81K","-0.68%"
"02-11-2018","38,620","38,628","38,840","38,444","19.91K","-0.39%"
"01-11-2018","38,771","38,025","38,890","38,001","26.12K","1.89%"
"31-10-2018","38,050","38,400","38,476","38,015","15.91K","-0.73%"
"30-10-2018","38,328","38,444","38,479","38,167","15.93K","0.11%"
"29-10-2018","38,285","38,819","38,972","38,373","24.21K","-1.10%"
"26-10-2018","38,712","38,673","39,006","38,571","19.95K","0.25%"
"25-10-2018","38,615","38,960","39,010","38,590","16.36K","-0.57%"
"24-10-2018","38,836","39,094","39,128","38,782","14.87K","-0.71%"
"23-10-2018","39,113","38,765","39,268","38,720","21.43K","0.99%"
"22-10-2018","38,730","38,841","38,910","38,605","14.16K","-0.17%"
"19-10-2018","38,796","38,795","38,957","38,689","12.77K","-0.16%"
"18-10-2018","38,859","38,702","38,960","38,525","9.41K","0.06%"
"17-10-2018","38,835","38,820","39,109","38,741","15.18K","-0.07%"
"16-10-2018","38,864","39,150","39,312","38,830","17.38K","-0.74%"
"15-10-2018","39,153","39,050","39,444","39,037","17.15K","0.60%"
"12-10-2018","38,918","38,805","39,089","38,760","14.21K","0.07%"
"11-10-2018","38,889","38,530","39,040","38,415","22.68K","1.05%"
"10-10-2018","38,485","38,662","38,729","38,336","14.07K","-0.35%"
"09-10-2018","38,621","38,538","38,788","38,462","14.86K","0.42%"
"08-10-2018","38,458","39,100","39,100","38,405","21.67K","-2.08%"
"05-10-2018","39,274","38,850","39,360","38,715","20.99K","0.78%"
"04-10-2018","38,971","38,950","39,329","38,830","20.35K","-0.31%"
"03-10-2018","39,092","38,500","39,298","38,500","18.84K","1.68%"
"01-10-2018","38,445","38,500","38,607","38,055","21.35K","-0.34%"
"28-09-2018","38,577","37,626","38,634","37,506","29.76K","2.60%"
"27-09-2018","37,599","37,981","38,060","37,410","20.65K","-0.71%"
"26-09-2018","37,866","38,250","38,296","37,850","17.48K","-0.98%"
"25-09-2018","38,242","37,820","38,390","37,602","21.07K","0.99%"
"24-09-2018","37,867","37,489","37,985","37,375","17.96K","0.74%"
"21-09-2018","37,590","37,310","37,845","37,291","29.69K","0.89%"
"20-09-2018","37,259","37,252","37,390","37,200","10.62K","-0.17%"
"19-09-2018","37,321","37,500","37,605","37,290","18.35K","-0.31%"
"18-09-2018","37,438","37,300","37,659","37,171","18.95K","0.01%"
"17-09-2018","37,433","37,200","37,510","37,136","18.84K","1.19%"
"14-09-2018","36,993","37,163","37,250","36,910","16.66K","-0.18%"
"13-09-2018","37,061","37,191","37,385","37,025","10.74K","-0.60%"
"12-09-2018","37,283","37,374","37,527","36,963","23.32K","-0.32%"
"11-09-2018","37,401","37,362","37,510","37,005","20.45K","-0.25%"
"10-09-2018","37,494","37,195","37,527","37,163","15.07K","0.88%"
"07-09-2018","37,167","37,100","37,380","36,908","21.40K","0.04%"
"06-09-2018","37,151","37,120","37,445","37,086","19.49K","1.74%"
"05-09-2018","36,516","36,299","37,555","36,260","0.05K","1.00%"
"04-09-2018","36,156","36,784","36,881","36,000","0.18K","-1.79%"
"03-09-2018","36,816","36,600","36,900","36,485","3.02K","0.31%"
"31-08-2018","36,701","37,109","37,175","36,656","19.71K","-0.43%"
"30-08-2018","36,861","37,069","37,158","36,802","18.79K","-0.74%"
"29-08-2018","37,135","37,048","37,215","36,950","18.05K","0.04%"
"28-08-2018","37,120","37,171","37,525","37,091","18.56K","-0.08%"
"27-08-2018","37,150","37,020","37,263","36,993","14.18K","0.39%"
"24-08-2018","37,004","36,598","37,130","36,534","20.48K","1.08%"
"23-08-2018","36,608","36,770","36,785","36,535","18.26K","-0.79%"
"22-08-2018","36,900","37,160","37,172","36,831","10.00K","-0.14%"
"21-08-2018","36,952","36,890","37,063","36,881","13.55K","0.47%"
"20-08-2018","36,778","36,920","37,036","36,729","14.67K","0.00%"
"17-08-2018","36,778","36,856","36,994","36,751","14.01K","-0.30%"
"16-08-2018","36,889","37,677","37,677","36,423","24.63K","-2.41%"
"14-08-2018","37,799","37,770","37,873","37,660","12.62K","0.23%"
"13-08-2018","37,711","38,040","38,159","37,655","22.52K","-0.68%"
"10-08-2018","37,968","38,079","38,130","37,908","16.06K","-0.42%"
"09-08-2018","38,127","38,000","38,186","37,877","14.22K","0.47%"
"08-08-2018","37,947","37,965","38,079","37,774","14.33K","0.17%"
"07-08-2018","37,883","37,967","38,179","37,855","13.82K","-0.03%"
"06-08-2018","37,896","38,099","38,119","37,859","10.33K","-0.46%"
"03-08-2018","38,072","37,850","38,285","37,736","17.23K","0.35%"
"02-08-2018","37,941","37,975","38,190","37,855","13.33K","-0.04%"
"01-08-2018","37,956","38,250","38,250","37,900","14.72K","-0.95%"
"31-07-2018","38,321","38,250","38,437","38,000","19.71K","-0.05%"
"30-07-2018","38,342","38,250","38,410","38,146","9.62K","0.04%"
"27-07-2018","38,326","38,201","38,405","38,003","14.66K","0.13%"
"26-07-2018","38,275","38,523","38,600","38,256","12.10K","-0.74%"
"25-07-2018","38,559","38,369","38,683","38,350","11.59K","0.28%"
"24-07-2018","38,450","38,230","38,691","38,150","14.57K","0.44%"
"23-07-2018","38,283","38,420","38,536","38,191","11.74K","-0.45%"
"20-07-2018","38,457","38,120","38,513","38,036","13.04K","0.43%"
"19-07-2018","38,294","38,378","38,398","37,873","19.30K","-0.37%"
"18-07-2018","38,438","38,531","38,536","38,127","13.81K","-0.21%"
"17-07-2018","38,520","38,984","39,080","38,403","15.97K","-1.34%"
"16-07-2018","39,042","39,124","39,238","38,915","7.62K","-0.01%"
"13-07-2018","39,046","39,318","39,354","38,833","13.11K","-0.73%"
"12-07-2018","39,335","39,210","39,430","39,125","11.99K","0.11%"
"11-07-2018","39,290","39,619","39,749","39,211","12.65K","-1.26%"
"10-07-2018","39,793","39,980","39,987","39,518","11.49K","-0.23%"
"09-07-2018","39,885","39,908","40,170","39,855","10.62K","0.30%"
"06-07-2018","39,766","39,801","40,050","39,677","8.45K","1.38%"
"05-07-2018","39,226","39,200","39,288","39,075","0.04K","0.02%"
"04-07-2018","39,220","39,163","39,260","39,156","0.04K","0.36%"
"03-07-2018","39,078","38,795","39,113","38,672","0.12K","1.14%"
"02-07-2018","38,637","39,056","39,129","38,560","2.31K","-1.51%"
"29-06-2018","39,228","39,249","39,335","38,970","13.96K","0.28%"
"28-06-2018","39,117","39,521","39,592","39,027","12.57K","-1.32%"
"27-06-2018","39,642","39,580","39,767","39,463","12.19K","0.01%"
"26-06-2018","39,640","39,642","39,746","39,375","11.90K","-0.01%"
"25-06-2018","39,645","39,700","39,924","39,584","10.01K","-0.38%"
"22-06-2018","39,796","39,527","39,845","39,481","10.63K","0.61%"
"21-06-2018","39,554","39,575","39,582","39,391","11.55K","-0.18%"
"20-06-2018","39,626","39,664","39,750","39,535","10.02K","-0.16%"
"19-06-2018","39,688","40,128","40,147","39,653","14.75K","-0.83%"
"18-06-2018","40,020","40,175","40,332","39,932","15.32K","-0.45%"
"15-06-2018","40,199","41,530","41,698","40,141","35.23K","-3.15%"
"14-06-2018","41,508","40,904","41,621","40,896","25.47K","1.82%"
"13-06-2018","40,766","40,620","40,924","40,573","11.97K","0.18%"
"12-06-2018","40,691","40,740","40,828","40,430","14.53K","-0.25%"
"11-06-2018","40,791","40,650","40,820","40,406","13.74K","0.94%"
"08-06-2018","40,412","40,340","40,670","40,225","13.74K","-0.12%"
"07-06-2018","40,460","40,069","40,714","40,056","18.47K","1.33%"
"06-06-2018","39,927","39,730","40,135","39,730","13.14K","0.31%"
"05-06-2018","39,804","39,573","39,850","39,485","11.40K","0.58%"
"04-06-2018","39,576","39,543","39,840","39,461","10.16K","0.10%"
"01-06-2018","39,537","39,801","39,801","39,482","14.82K","-0.92%"
"31-05-2018","39,904","40,050","40,220","39,840","11.58K","-0.35%"
"30-05-2018","40,044","39,922","40,116","39,650","14.97K","0.16%"
"29-05-2018","39,979","40,053","40,220","39,811","15.54K","0.16%"
"28-05-2018","39,917","40,203","40,203","39,820","8.60K","-0.87%"
"25-05-2018","40,267","40,751","40,783","40,205","14.92K","-1.50%"
"24-05-2018","40,882","40,338","40,916","40,331","17.49K","1.51%"
"23-05-2018","40,274","40,506","40,689","40,180","17.18K","-0.55%"
"22-05-2018","40,495","40,258","40,740","40,223","12.63K","0.27%"
"21-05-2018","40,387","40,178","40,418","39,890","12.75K","0.48%"
"18-05-2018","40,195","40,066","40,248","40,050","9.04K","0.21%"
"17-05-2018","40,109","39,889","40,209","39,820","11.96K","0.34%"
"16-05-2018","39,974","39,826","40,018","39,604","13.24K","0.06%"
"15-05-2018","39,952","40,219","40,219","39,830","14.61K","-0.98%"
"14-05-2018","40,348","40,440","40,531","40,285","8.82K","-0.48%"
"11-05-2018","40,541","40,409","40,710","40,347","10.87K","0.37%"
"10-05-2018","40,390","40,111","40,500","39,922","13.56K","0.78%"
"09-05-2018","40,079","39,949","40,270","39,800","13.65K","0.71%"
"08-05-2018","39,797","39,913","39,933","39,530","13.75K","-0.29%"
"07-05-2018","39,911","39,866","40,050","39,810","9.29K","2.09%"
"04-05-2018","39,094","38,965","39,344","38,965","0.05K","0.56%"
"03-05-2018","38,878","38,880","39,212","38,070","0.20K","0.18%"
"02-05-2018","38,809","38,648","39,030","38,623","0.27K","1.41%"
"01-05-2018","38,271","38,402","38,715","38,005","2.12K","-0.96%"
"30-04-2018","38,642","38,970","38,970","38,432","12.61K","-0.93%"
"27-04-2018","39,004","39,244","39,310","38,975","9.95K","-0.86%"
"26-04-2018","39,343","39,436","39,487","39,130","11.01K","-0.37%"
"25-04-2018","39,490","39,655","39,684","39,420","9.67K","-0.24%"
"24-04-2018","39,586","39,510","39,675","39,301","10.86K","0.18%"
"23-04-2018","39,515","40,287","40,345","39,480","18.23K","-2.38%"
"20-04-2018","40,479","40,452","40,560","40,156","11.44K","-0.38%"
"19-04-2018","40,635","40,391","40,769","40,188","21.16K","0.67%"
"18-04-2018","40,365","39,321","40,439","39,291","22.63K","2.55%"
"17-04-2018","39,360","39,065","39,418","39,021","16.54K","0.66%"
"16-04-2018","39,102","39,039","39,290","38,855","11.94K","0.45%"
"13-04-2018","38,927","38,817","39,040","38,570","12.80K","0.67%"
"12-04-2018","38,668","39,049","39,114","38,640","15.69K","-1.31%"
"11-04-2018","39,181","38,730","39,459","38,711","23.22K","1.19%"
"10-04-2018","38,720","38,416","38,834","38,382","13.09K","0.45%"
"09-04-2018","38,545","38,359","38,572","38,191","12.85K","0.81%"
"06-04-2018","38,235","38,290","38,463","38,093","20.45K","0.02%"
"05-04-2018","38,226","38,135","38,299","37,940","16.48K","0.04%"
"04-04-2018","38,212","38,485","38,709","38,132","21.88K","-0.53%"
"03-04-2018","38,417","38,818","38,847","38,339","19.55K","-1.57%"
"02-04-2018","39,030","38,378","39,054","38,378","19.34K","1.85%"
"29-03-2018","38,322","38,295","38,369","38,180","5.94K","0.04%"
"28-03-2018","38,308","38,660","38,732","38,270","14.90K","-0.92%"
"27-03-2018","38,664","39,076","39,138","38,584","15.04K","-0.75%"
"26-03-2018","38,955","38,844","39,181","38,737","12.51K","0.21%"
"23-03-2018","38,874","38,675","38,989","38,675","15.16K","0.77%"
"22-03-2018","38,577","38,785","38,933","38,503","14.21K","-0.29%"
"21-03-2018","38,690","38,350","38,825","38,234","18.49K","1.24%"
"20-03-2018","38,216","38,449","38,480","38,101","11.48K","-0.79%"
"19-03-2018","38,520","38,294","38,550","38,201","11.49K","0.42%"
"16-03-2018","38,358","38,511","38,700","38,171","14.73K","-0.59%"
"15-03-2018","38,587","38,852","38,852","38,450","13.22K","-0.44%"
"14-03-2018","38,757","38,930","39,076","38,735","12.02K","-0.16%"
"13-03-2018","38,821","38,718","38,945","38,620","13.28K","0.17%"
"12-03-2018","38,755","38,925","38,925","38,655","11.38K","-0.49%"
"09-03-2018","38,947","38,633","39,143","38,550","19.41K","0.49%"
"08-03-2018","38,759","38,775","38,888","38,650","11.86K","0.12%"
"07-03-2018","38,712","39,264","39,282","38,640","18.41K","-1.45%"
"06-03-2018","39,281","38,680","39,499","38,640","19.64K","3.17%"
"05-03-2018","38,074","38,460","38,541","38,058","0.21K","-0.68%"
"02-03-2018","38,335","38,379","38,599","37,450","0.34K","0.77%"
"01-03-2018","38,041","38,051","38,155","37,800","3.71K","-0.54%"
"28-02-2018","38,246","38,060","38,345","38,060","14.42K","0.19%"
"27-02-2018","38,172","38,559","38,624","38,072","18.49K","-0.87%"
"26-02-2018","38,508","38,576","38,725","38,275","14.20K","0.27%"
"23-02-2018","38,403","38,550","38,579","38,353","11.42K","-0.75%"
"22-02-2018","38,695","38,467","38,770","38,250","16.33K","0.14%"
"21-02-2018","38,640","38,247","38,677","38,087","16.94K","0.65%"
"20-02-2018","38,389","38,500","38,716","38,231","14.95K","-0.43%"
"19-02-2018","38,553","38,557","38,669","38,485","6.40K","-0.29%"
"16-02-2018","38,665","38,693","38,870","38,571","14.34K","0.41%"
"15-02-2018","38,509","38,700","38,840","38,180","15.85K","-0.42%"
"14-02-2018","38,672","38,265","38,765","37,777","20.93K","1.12%"
"13-02-2018","38,245","38,339","38,347","37,944","8.28K","-0.06%"
"12-02-2018","38,268","37,785","38,300","37,785","13.64K","1.84%"
"09-02-2018","37,578","37,910","38,012","37,540","14.94K","-1.11%"
"08-02-2018","38,000","37,650","38,138","37,591","15.59K","0.36%"
"07-02-2018","37,863","38,502","38,588","37,687","17.11K","-1.24%"
"06-02-2018","38,338","38,712","39,114","38,310","17.42K","-0.56%"
"05-02-2018","38,553","38,480","38,863","38,408","13.60K","-0.25%"
"02-02-2018","38,651","39,460","39,615","38,475","21.72K","-1.67%"
"01-02-2018","39,309","39,386","39,580","39,225","16.80K","-0.03%"
"31-01-2018","39,319","39,209","39,382","39,139","10.04K","0.50%"
"30-01-2018","39,123","39,096","39,450","39,020","11.80K","-0.05%"
"29-01-2018","39,141","39,850","39,850","39,079","12.77K","-2.05%"
"25-01-2018","39,960","39,799","40,180","39,660","16.04K","0.64%"
"24-01-2018","39,707","38,850","39,775","38,850","19.99K","2.51%"
"23-01-2018","38,733","39,043","39,086","38,402","15.80K","-0.63%"
"22-01-2018","38,979","38,883","39,145","38,800","9.94K","0.03%"
"19-01-2018","38,969","38,900","39,290","38,883","8.73K","0.13%"
"18-01-2018","38,917","39,125","39,167","38,859","11.76K","-0.72%"
"17-01-2018","39,201","39,420","39,487","39,058","13.89K","-0.56%"
"16-01-2018","39,420","39,626","39,693","38,573","17.21K","-0.38%"
"15-01-2018","39,570","39,325","39,660","39,325","9.95K","1.30%"
"12-01-2018","39,063","39,045","39,219","38,882","13.12K","0.32%"
"11-01-2018","38,939","38,992","39,031","38,666","12.10K","-0.14%"
"10-01-2018","38,992","38,802","39,300","38,742","17.47K","0.38%"
"09-01-2018","38,845","39,099","39,129","38,804","11.35K","-0.51%"
"08-01-2018","39,043","39,245","39,245","38,920","11.95K","-0.53%"
"05-01-2018","39,253","39,190","39,350","39,030","12.98K","-0.06%"
"04-01-2018","39,276","39,110","39,372","38,900","16.86K","-0.06%"
"03-01-2018","39,300","39,071","39,340","38,955","13.35K","0.31%"
"02-01-2018","39,180","39,175","39,285","38,978","12.75K","0.01%"
"01-01-2018","39,176","39,089","39,234","39,070","1.76K","-0.16%"
"29-12-2017","39,237","38,768","39,313","38,754","12.99K","0.85%"
"28-12-2017","38,906","38,756","38,950","38,515","15.39K","0.60%"
"27-12-2017","38,673","38,254","38,738","38,253","13.97K","0.99%"
"26-12-2017","38,294","37,980","38,333","37,980","10.79K","0.90%"
"22-12-2017","37,954","37,470","38,058","37,450","12.22K","1.13%"
"21-12-2017","37,530","37,626","37,676","37,365","10.50K","-0.31%"
"20-12-2017","37,646","37,464","37,740","37,408","11.52K","0.68%"
"19-12-2017","37,392","37,537","37,624","37,313","11.15K","-0.40%"
"18-12-2017","37,541","37,340","37,569","37,276","12.14K","0.90%"
"15-12-2017","37,205","37,054","37,368","36,940","12.01K","0.41%"
"14-12-2017","37,054","37,299","37,548","36,917","14.54K","0.24%"
"13-12-2017","36,967","36,776","37,020","36,701","10.57K","0.65%"
"12-12-2017","36,729","36,949","37,034","36,672","14.46K","-0.55%"
"11-12-2017","36,933","37,081","37,164","36,880","10.58K","-0.33%"
"08-12-2017","37,055","37,000","37,205","36,872","13.48K","0.05%"
"07-12-2017","37,036","37,469","37,474","36,992","15.54K","-1.09%"
"06-12-2017","37,444","37,701","37,850","37,415","13.58K","1.10%"
"05-12-2017","37,037","37,565","37,565","36,939","0.08K","-1.22%"
"04-12-2017","37,494","37,615","37,836","37,430","0.15K","-0.23%"
"01-12-2017","37,582","37,724","37,970","37,300","3.59K","0.13%"
"30-11-2017","37,532","37,521","38,098","37,422","15.92K","-1.10%"
"29-11-2017","37,948","38,716","38,748","37,855","14.28K","-1.74%"
"28-11-2017","38,619","39,274","39,274","38,555","16.25K","-1.65%"
"27-11-2017","39,266","39,426","39,494","39,155","10.92K","0.06%"
"24-11-2017","39,241","39,495","39,570","39,162","9.19K","-0.38%"
"23-11-2017","39,392","39,541","39,569","39,360","6.09K","-0.45%"
"22-11-2017","39,569","39,280","39,617","39,246","10.70K","0.68%"
"21-11-2017","39,300","39,299","39,486","39,210","11.57K","0.10%"
"20-11-2017","39,261","40,051","40,051","39,200","19.47K","-1.88%"
"17-11-2017","40,013","39,700","40,208","39,520","13.39K","0.54%"
"16-11-2017","39,799","39,702","39,860","39,583","10.26K","0.22%"
"15-11-2017","39,711","39,753","40,080","39,650","15.41K","-0.32%"
"14-11-2017","39,838","39,815","39,978","39,530","14.17K","-0.19%"
"13-11-2017","39,912","39,551","39,939","39,445","13.15K","1.03%"
"10-11-2017","39,507","39,657","39,965","39,319","14.49K","-0.34%"
"09-11-2017","39,641","39,750","39,900","39,455","14.83K","-0.62%"
"08-11-2017","39,888","39,650","40,100","39,583","14.96K","0.74%"
"07-11-2017","39,594","39,713","40,034","39,544","16.12K","-0.75%"
"06-11-2017","39,895","39,133","39,945","39,124","15.46K","2.17%"
"03-11-2017","39,048","39,669","39,780","38,976","15.35K","-1.43%"
"02-11-2017","39,614","39,724","39,900","39,467","14.38K","-0.22%"
"01-11-2017","39,700","38,814","39,799","38,797","21.37K","2.27%"
"31-10-2017","38,818","39,291","39,330","38,688","14.05K","-1.14%"
"30-10-2017","39,265","39,124","39,362","38,955","10.36K","0.30%"
"27-10-2017","39,149","39,248","39,293","38,925","16.51K","-0.31%"
"26-10-2017","39,272","39,560","39,670","39,231","13.37K","-0.54%"
"25-10-2017","39,484","39,626","39,700","39,356","14.34K","-0.60%"
"24-10-2017","39,722","39,973","40,040","39,660","12.77K","-0.47%"
"23-10-2017","39,910","39,750","39,990","39,476","14.05K","0.08%"
"20-10-2017","39,877","39,955","40,244","39,665","9.36K","0.08%"
"19-10-2017","39,846","39,715","39,883","39,632","2.17K","0.20%"
"18-10-2017","39,767","39,866","39,928","39,624","8.74K","-0.01%"
"17-10-2017","39,769","40,248","40,248","39,727","14.42K","-1.42%"
"16-10-2017","40,341","40,404","40,632","40,305","9.38K","-0.14%"
