"Date","Price","Open","High","Low","Vol.","Change %"
"16-04-2024","83,504","83,990","84,255","83,020","20.11K","-0.41%"
"15-04-2024","83,851","82,799","84,024","82,798","21.05K","1.25%"
"12-04-2024","82,813","83,239","86,126","82,609","37.87K","-0.04%"
"11-04-2024","82,847","82,481","82,909","82,124","9.39K","0.28%"
"10-04-2024","82,615","82,671","83,320","81,650","27.10K","0.20%"
"09-04-2024","82,450","81,971","83,038","81,740","20.42K","0.70%"
"08-04-2024","81,875","81,595","82,109","80,728","20.59K","1.25%"
"05-04-2024","80,863","79,339","81,030","78,631","24.40K","1.10%"
"04-04-2024","79,984","79,099","80,098","79,099","14.20K","1.23%"
"03-04-2024","79,011","77,189","79,197","77,189","20.14K","2.56%"
"02-04-2024","77,036","75,750","77,111","75,310","20.35K","1.99%"
"01-04-2024","75,532","75,450","76,320","75,010","18.06K","0.64%"
"28-03-2024","75,048","74,779","75,296","74,357","16.29K","0.52%"
"27-03-2024","74,662","74,487","74,845","74,359","9.25K","0.19%"
"26-03-2024","74,518","74,829","75,244","74,280","12.44K","-0.54%"
"25-03-2024","74,923","74,939","75,270","74,823","3.05K","0.18%"
"22-03-2024","74,787","74,775","75,428","74,298","13.39K","-0.39%"
"21-03-2024","75,081","75,915","78,323","74,639","22.20K","-0.31%"
"20-03-2024","75,313","75,326","75,502","74,904","7.52K","0.03%"
"19-03-2024","75,287","75,575","75,719","74,841","8.95K","-0.28%"
"18-03-2024","75,496","75,400","75,950","75,184","8.88K","-0.20%"
"15-03-2024","75,650","75,307","76,049","75,307","14.25K","0.56%"
"14-03-2024","75,226","75,349","75,641","74,940","10.61K","0.07%"
"13-03-2024","75,170","73,810","75,271","73,700","15.98K","1.79%"
"12-03-2024","73,850","74,459","74,900","73,583","17.60K","-0.89%"
"11-03-2024","74,514","74,181","74,658","74,112","8.73K","0.34%"
"08-03-2024","74,262","74,530","74,841","74,070","12.77K","-0.07%"
"07-03-2024","74,315","74,444","74,565","73,815","15.14K","0.24%"
"06-03-2024","74,138","73,203","74,240","73,022","18.14K","2.60%"
"05-03-2024","72,257","71,673","72,688","71,617","0.08K","1.60%"
"04-03-2024","71,117","70,435","71,900","70,355","0.05K","0.89%"
"01-03-2024","70,491","69,880","70,633","69,425","0.17K","1.19%"
"29-02-2024","69,665","69,041","69,843","68,943","0.95K","1.40%"
"28-02-2024","68,703","68,772","69,240","68,043","8.18K","-0.55%"
"27-02-2024","69,085","69,659","69,680","68,854","17.68K","-0.50%"
"26-02-2024","69,430","70,182","70,250","69,383","8.36K","-1.49%"
"23-02-2024","70,479","70,154","70,510","69,795","13.91K","0.30%"
"22-02-2024","70,269","70,724","71,200","70,155","14.66K","-0.48%"
"21-02-2024","70,609","71,381","71,460","70,534","11.29K","-0.91%"
"20-02-2024","71,255","71,257","71,550","71,025","8.88K","-0.07%"
"19-02-2024","71,306","71,395","71,650","71,181","8.11K","-1.12%"
"16-02-2024","72,112","71,276","72,180","70,850","21.29K","1.39%"
"15-02-2024","71,121","70,300","71,443","70,013","27.01K","1.38%"
"14-02-2024","70,152","69,500","70,300","69,128","19.01K","0.74%"
"13-02-2024","69,639","71,251","71,570","69,504","29.72K","-1.93%"
"12-02-2024","71,009","71,023","71,895","70,628","24.18K","0.33%"
"09-02-2024","70,774","71,050","71,180","70,426","16.89K","-0.09%"
"08-02-2024","70,837","70,091","70,939","69,880","20.23K","0.75%"
"07-02-2024","70,311","70,381","70,550","70,080","15.65K","-0.40%"
"06-02-2024","70,594","70,451","70,724","70,300","11.04K","0.16%"
"05-02-2024","70,480","70,776","71,030","70,339","14.64K","-1.02%"
"02-02-2024","71,208","72,158","72,414","70,755","25.97K","-1.40%"
"01-02-2024","72,218","72,146","72,435","71,000","31.94K","-0.04%"
"31-01-2024","72,247","72,278","72,684","72,145","12.96K","-0.13%"
"30-01-2024","72,342","72,549","72,705","72,019","14.94K","-0.05%"
"29-01-2024","72,377","71,854","72,550","71,704","16.61K","0.84%"
"25-01-2024","71,773","71,885","72,225","71,590","12.17K","-0.13%"
"24-01-2024","71,869","71,003","72,165","70,850","18.55K","1.29%"
"23-01-2024","70,957","70,754","71,207","70,731","9.72K","0.20%"
"22-01-2024","70,816","71,251","71,251","70,351","13.19K","-0.90%"
"19-01-2024","71,460","71,461","71,889","71,285","11.44K","-0.22%"
"18-01-2024","71,615","71,440","71,658","71,148","11.63K","0.22%"
"17-01-2024","71,456","72,001","72,001","71,312","18.03K","-0.88%"
"16-01-2024","72,093","72,471","72,635","72,009","15.65K","-0.74%"
"15-01-2024","72,627","72,796","72,842","72,390","6.32K","0.20%"
"12-01-2024","72,480","71,861","73,245","71,715","32.10K","1.58%"
"11-01-2024","71,354","72,066","72,525","71,158","27.22K","-0.85%"
"10-01-2024","71,969","72,204","72,394","71,665","15.92K","-0.11%"
"09-01-2024","72,047","72,596","72,999","72,006","13.99K","-0.52%"
"08-01-2024","72,427","72,457","72,634","71,806","15.87K","-0.22%"
"05-01-2024","72,587","72,500","73,411","71,795","24.36K","0.35%"
"04-01-2024","72,336","72,423","72,492","71,627","15.54K","0.00%"
"03-01-2024","72,333","73,971","74,126","72,188","32.02K","-2.38%"
"02-01-2024","74,095","74,545","75,000","74,038","17.98K","-0.40%"
"01-01-2024","74,390","74,279","74,435","74,220","0.94K","-0.05%"
"29-12-2023","74,430","74,550","74,640","73,641","22.55K","-0.71%"
"28-12-2023","74,959","75,743","75,743","74,865","13.62K","-0.91%"
"27-12-2023","75,647","75,231","75,825","74,700","14.02K","0.83%"
"26-12-2023","75,026","75,648","75,690","74,860","10.27K","-0.48%"
"22-12-2023","75,386","75,763","76,046","75,130","15.72K","-0.05%"
"21-12-2023","75,426","75,155","75,835","75,117","14.28K","-0.08%"
"20-12-2023","75,486","74,951","75,800","74,611","15.54K","0.88%"
"19-12-2023","74,824","74,465","75,099","74,253","12.06K","0.56%"
"18-12-2023","74,410","74,525","74,780","74,059","12.11K","-0.15%"
"15-12-2023","74,525","75,083","75,284","74,286","15.86K","-0.73%"
"14-12-2023","75,076","71,950","75,319","71,950","36.18K","4.95%"
"13-12-2023","71,532","71,745","71,970","71,234","15.86K","-0.46%"
"12-12-2023","71,862","72,081","72,900","71,715","18.44K","0.00%"
"11-12-2023","71,864","72,539","72,639","71,760","13.90K","-0.90%"
"08-12-2023","72,518","74,641","74,784","72,460","31.17K","-2.42%"
"07-12-2023","74,313","74,750","74,961","74,000","17.35K","-0.69%"
"06-12-2023","74,831","75,454","75,698","74,751","16.09K","-1.12%"
"05-12-2023","75,678","75,072","75,087","73,885","0.07K","1.00%"
"04-12-2023","74,927","78,590","78,590","74,659","0.12K","-2.18%"
"01-12-2023","76,593","76,546","76,800","75,954","0.11K","0.47%"
"30-11-2023","76,234","75,949","76,399","75,726","0.33K","0.61%"
"29-11-2023","75,772","75,326","75,975","75,089","3.69K","0.63%"
"28-11-2023","75,299","74,806","75,436","74,422","13.80K","0.66%"
"27-11-2023","74,806","74,500","76,784","74,114","8.82K","1.25%"
"24-11-2023","73,884","72,899","73,975","72,627","18.14K","1.35%"
"23-11-2023","72,898","72,960","73,170","72,735","7.86K","0.10%"
"22-11-2023","72,826","73,149","73,591","72,592","16.13K","-0.65%"
"21-11-2023","73,304","72,644","73,713","72,603","21.51K","0.91%"
"20-11-2023","72,644","72,997","73,359","72,060","19.14K","-0.68%"
"17-11-2023","73,140","73,343","74,000","72,894","21.94K","-0.30%"
"16-11-2023","73,360","72,174","73,755","72,002","30.96K","1.37%"
"15-11-2023","72,372","71,794","72,723","71,721","25.82K","1.09%"
"14-11-2023","71,593","70,040","71,828","69,789","32.04K","2.48%"
"13-11-2023","69,859","69,500","70,050","69,053","18.02K","-0.19%"
"12-11-2023","69,990","70,160","70,224","69,980","0.74K","-0.06%"
"10-11-2023","70,033","70,998","71,172","69,975","24.44K","-1.66%"
"09-11-2023","71,213","70,450","71,733","70,205","26.64K","0.23%"
"08-11-2023","71,050","70,729","71,397","70,145","22.14K","0.59%"
"07-11-2023","70,634","72,000","72,000","70,558","24.60K","-2.06%"
"06-11-2023","72,117","72,230","72,388","71,815","12.44K","-0.19%"
"03-11-2023","72,252","71,170","72,500","70,971","39.35K","1.19%"
"02-11-2023","71,400","71,690","72,186","71,113","20.80K","0.14%"
"01-11-2023","71,298","71,325","71,959","70,880","23.45K","-0.52%"
"31-10-2023","71,669","72,492","72,750","71,525","26.67K","-1.49%"
"30-10-2023","72,755","71,839","73,390","71,839","26.97K","1.45%"
"27-10-2023","71,717","71,745","71,900","71,284","17.99K","0.19%"
"26-10-2023","71,580","71,799","72,350","70,750","27.73K","-0.29%"
"25-10-2023","71,787","71,629","71,988","70,975","21.01K","0.00%"
"24-10-2023","71,786","71,212","71,841","71,003","11.36K","-0.40%"
"23-10-2023","72,075","72,645","72,837","71,802","18.78K","-1.14%"
"20-10-2023","72,909","71,995","73,599","71,721","36.88K","1.81%"
"19-10-2023","71,616","71,801","72,200","71,104","20.40K","-0.39%"
"18-10-2023","71,895","72,100","72,745","71,240","26.34K","0.46%"
"17-10-2023","71,567","70,600","72,000","70,600","15.92K","0.39%"
"16-10-2023","71,287","71,200","71,300","70,750","8.78K","0.00%"
"13-10-2023","71,287","69,365","71,486","69,297","38.44K","3.20%"
"12-10-2023","69,074","69,734","70,065","68,927","18.98K","-0.51%"
"11-10-2023","69,426","69,146","69,749","68,973","16.44K","0.74%"
"10-10-2023","68,918","69,045","69,140","68,601","13.49K","-0.25%"
"09-10-2023","69,094","68,740","69,200","68,525","16.09K","1.36%"
"06-10-2023","68,170","66,825","68,294","66,614","37.73K","2.10%"
"05-10-2023","66,768","67,450","67,605","66,532","20.03K","-0.17%"
"04-10-2023","66,885","67,024","67,991","66,440","25.62K","-0.76%"
"03-10-2023","67,394","69,255","69,255","65,666","34.25K","-3.53%"
"29-09-2023","69,857","71,149","73,227","69,754","51.45K","-1.05%"
"28-09-2023","70,600","70,562","71,148","70,312","16.87K","0.07%"
"27-09-2023","70,549","71,500","71,515","70,441","21.86K","-1.71%"
"26-09-2023","71,777","71,961","72,150","71,541","15.18K","-0.52%"
"25-09-2023","72,150","73,251","73,636","72,025","21.51K","-1.62%"
"22-09-2023","73,337","72,993","73,781","72,984","16.06K","0.37%"
"21-09-2023","73,068","72,970","73,145","71,370","29.35K","-0.22%"
"20-09-2023","73,230","72,284","73,318","72,170","17.02K","0.91%"
"19-09-2023","72,569","72,799","73,126","72,364","8.01K","0.00%"
"18-09-2023","72,570","72,222","72,639","72,042","14.10K","0.58%"
"15-09-2023","72,154","71,260","72,649","71,260","26.56K","1.65%"
"14-09-2023","70,982","71,160","71,303","70,062","28.61K","-0.61%"
"13-09-2023","71,419","71,750","71,849","71,210","17.30K","-0.72%"
"12-09-2023","71,934","72,185","72,250","71,342","15.14K","-0.01%"
"11-09-2023","71,942","71,711","72,297","71,660","13.04K","0.53%"
"08-09-2023","71,563","71,915","72,335","71,490","15.12K","-0.29%"
"07-09-2023","71,770","72,265","72,379","71,570","15.13K","-0.97%"
"06-09-2023","72,472","73,472","73,642","72,100","21.32K","0.07%"
"05-09-2023","72,421","72,800","73,099","71,970","0.03K","-0.87%"
"04-09-2023","73,060","73,728","73,750","72,975","0.07K","-0.66%"
"01-09-2023","73,544","74,203","74,920","73,363","0.10K","-0.81%"
"31-08-2023","74,143","74,592","74,615","74,001","0.27K","-0.66%"
"30-08-2023","74,637","74,550","75,400","74,362","2.18K","-0.06%"
"29-08-2023","74,685","73,700","74,800","73,419","10.54K","1.46%"
"28-08-2023","73,612","73,668","73,824","73,170","8.16K","0.09%"
"25-08-2023","73,549","73,317","74,025","72,974","13.79K","-0.03%"
"24-08-2023","73,568","73,849","73,958","73,265","11.07K","-0.59%"
"23-08-2023","74,004","72,111","74,084","72,111","24.07K","2.81%"
"22-08-2023","71,982","71,754","72,050","71,480","13.60K","0.45%"
"21-08-2023","71,662","70,425","71,730","70,230","24.40K","2.03%"
"18-08-2023","70,235","70,440","70,504","69,969","12.38K","0.31%"
"17-08-2023","70,018","69,543","70,891","69,376","22.04K","0.42%"
"16-08-2023","69,722","69,977","70,385","69,686","11.83K","-0.33%"
"14-08-2023","69,954","69,841","70,262","69,421","14.81K","-0.03%"
"11-08-2023","69,976","70,050","70,400","69,650","11.17K","-0.01%"
"10-08-2023","69,981","69,989","70,649","69,722","19.49K","0.01%"
"09-08-2023","69,972","70,530","70,591","69,863","14.02K","-0.35%"
"08-08-2023","70,216","71,225","71,300","70,000","19.65K","-1.48%"
"07-08-2023","71,268","72,280","72,352","71,050","16.71K","-1.67%"
"04-08-2023","72,478","72,312","72,925","71,560","18.12K","-0.06%"
"03-08-2023","72,522","72,696","72,812","71,968","17.39K","-0.60%"
"02-08-2023","72,960","74,099","74,819","72,684","23.00K","-1.33%"
"01-08-2023","73,943","75,330","75,330","73,718","19.69K","-1.97%"
"31-07-2023","75,427","74,040","75,500","73,780","15.18K","1.85%"
"28-07-2023","74,059","73,753","74,250","73,600","12.23K","0.42%"
"27-07-2023","73,747","75,800","76,147","73,250","28.22K","-2.09%"
"26-07-2023","75,324","74,728","75,674","74,550","13.08K","0.74%"
"25-07-2023","74,773","74,379","75,163","74,201","14.08K","0.91%"
"24-07-2023","74,096","74,800","74,875","73,739","15.24K","-1.17%"
"21-07-2023","74,970","75,489","75,639","74,810","11.82K","-0.63%"
"20-07-2023","75,449","76,525","76,674","75,203","16.64K","-1.26%"
"19-07-2023","76,409","76,156","76,625","75,915","13.77K","0.40%"
"18-07-2023","76,103","75,730","76,460","75,439","17.51K","0.71%"
"17-07-2023","75,567","75,510","75,825","75,017","12.58K","-0.53%"
"14-07-2023","75,968","75,480","76,137","75,136","17.07K","0.85%"
"13-07-2023","75,326","73,685","75,420","73,593","21.99K","2.42%"
"12-07-2023","73,546","71,421","73,670","71,154","30.66K","3.42%"
"11-07-2023","71,117","71,464","71,872","71,000","12.50K","-0.35%"
"10-07-2023","71,365","71,284","71,400","70,410","13.20K","0.08%"
"07-07-2023","71,310","70,285","71,396","70,099","17.65K","1.40%"
"06-07-2023","70,324","71,357","71,661","69,931","21.15K","-0.31%"
"05-07-2023","70,545","69,613","70,775","69,390","0.05K","1.27%"
"04-07-2023","69,662","69,301","69,760","69,190","0.13K","0.50%"
"03-07-2023","69,312","69,103","69,740","68,650","0.12K","0.55%"
"30-06-2023","68,935","68,299","69,075","67,941","0.38K","1.09%"
"29-06-2023","68,189","69,217","69,250","67,833","3.87K","-1.44%"
"28-06-2023","69,184","69,569","69,580","68,635","8.25K","-0.23%"
"27-06-2023","69,341","69,573","69,852","69,065","9.32K","0.23%"
"26-06-2023","69,185","68,599","69,462","68,599","14.94K","1.62%"
"23-06-2023","68,083","67,784","68,899","67,515","16.82K","-0.33%"
"22-06-2023","68,308","68,870","68,942","67,950","17.80K","-1.36%"
"21-06-2023","69,247","70,347","70,419","68,554","22.45K","-1.62%"
"20-06-2023","70,387","72,321","72,630","70,181","26.35K","-2.84%"
"19-06-2023","72,446","72,540","72,977","72,305","8.00K","-0.33%"
"16-06-2023","72,688","72,323","73,044","72,022","15.67K","0.78%"
"15-06-2023","72,126","72,549","72,549","70,715","29.00K","-0.72%"
"14-06-2023","72,651","72,330","72,780","72,220","11.03K","0.77%"
"13-06-2023","72,094","73,298","73,890","72,033","20.44K","-1.21%"
"12-06-2023","72,974","73,551","73,766","72,729","13.96K","-1.11%"
"09-06-2023","73,796","73,860","74,324","73,530","12.75K","0.17%"
"08-06-2023","73,670","71,798","73,872","71,790","23.34K","2.71%"
"07-06-2023","71,725","71,883","73,125","71,530","25.71K","-0.32%"
"06-06-2023","71,956","71,971","72,500","71,380","18.36K","0.12%"
"05-06-2023","71,872","71,901","72,233","71,188","13.96K","-0.21%"
"02-06-2023","72,020","72,999","72,999","71,931","12.43K","-0.79%"
"01-06-2023","72,594","71,857","72,700","71,181","18.96K","0.68%"
"31-05-2023","72,102","71,034","72,250","70,905","20.16K","1.49%"
"30-05-2023","71,043","71,000","71,448","70,484","13.58K","-0.12%"
"29-05-2023","71,125","71,550","71,556","71,054","6.25K","-0.15%"
"26-05-2023","71,229","70,405","71,429","70,374","17.97K","1.41%"
"25-05-2023","70,242","70,841","71,151","70,156","17.14K","-1.19%"
"24-05-2023","71,086","71,924","72,134","70,854","17.42K","-1.49%"
"23-05-2023","72,164","72,445","72,454","71,109","22.28K","-0.78%"
"22-05-2023","72,733","73,100","73,381","72,557","11.60K","-0.80%"
"19-05-2023","73,321","72,336","73,657","72,191","19.67K","1.63%"
"18-05-2023","72,143","72,555","72,557","71,811","16.13K","-0.71%"
"17-05-2023","72,658","72,560","72,914","72,148","13.30K","0.10%"
"16-05-2023","72,585","73,160","73,333","72,334","18.12K","-1.11%"
"15-05-2023","73,402","73,188","73,675","72,880","11.13K","0.48%"
"12-05-2023","73,054","73,675","73,763","72,506","17.86K","-1.02%"
"11-05-2023","73,808","76,555","76,620","73,710","30.60K","-3.76%"
"10-05-2023","76,688","77,374","78,120","76,264","23.13K","-0.99%"
"09-05-2023","77,456","77,173","77,518","76,666","14.47K","0.49%"
"08-05-2023","77,079","77,248","77,400","76,890","9.19K","1.74%"
"05-05-2023","75,760","77,150","77,385","75,022","0.10K","-1.52%"
"04-05-2023","76,929","76,284","77,150","75,660","0.15K","2.03%"
"03-05-2023","75,400","75,214","75,711","74,606","0.22K","0.47%"
"02-05-2023","75,045","74,133","75,425","73,320","0.48K","1.08%"
"01-05-2023","74,243","74,545","76,527","74,000","1.25K","0.23%"
"28-04-2023","74,071","74,108","74,333","73,568","9.80K","0.15%"
"27-04-2023","73,959","74,213","74,539","73,063","12.00K","0.19%"
"26-04-2023","73,819","74,340","74,842","73,737","13.66K","-0.60%"
"25-04-2023","74,263","74,901","75,000","73,300","20.20K","-0.98%"
"24-04-2023","74,996","74,512","75,077","74,120","13.37K","0.46%"
"21-04-2023","74,654","75,303","75,617","74,500","22.34K","-1.12%"
"20-04-2023","75,501","75,333","75,950","75,010","18.66K","0.04%"
"19-04-2023","75,472","75,299","75,676","73,905","26.97K","0.30%"
"18-04-2023","75,249","74,936","75,606","74,582","12.89K","0.58%"
"17-04-2023","74,812","75,506","76,300","74,402","17.39K","-1.14%"
"14-04-2023","75,677","77,199","77,549","75,230","17.24K","-1.62%"
"13-04-2023","76,927","76,034","77,097","75,841","15.55K","1.34%"
"12-04-2023","75,913","75,692","76,620","75,150","24.54K","1.16%"
"11-04-2023","75,040","74,725","75,160","74,519","13.23K","0.96%"
"10-04-2023","74,323","74,057","75,024","74,057","13.08K","-0.33%"
"06-04-2023","74,570","74,339","74,820","73,726","14.26K","0.02%"
"05-04-2023","74,555","74,950","75,175","73,907","19.52K","-0.08%"
"04-04-2023","74,618","72,149","74,700","72,015","17.53K","3.52%"
"03-04-2023","72,080","71,811","72,797","71,437","16.17K","-0.19%"
"31-03-2023","72,218","72,000","72,611","71,562","15.51K","0.62%"
"30-03-2023","71,774","70,999","72,100","70,912","13.74K","1.41%"
"29-03-2023","70,777","70,444","70,820","70,186","10.55K","0.27%"
"28-03-2023","70,584","70,190","70,667","69,555","12.72K","0.94%"
"27-03-2023","69,926","70,251","70,408","69,670","11.83K","-0.69%"
"24-03-2023","70,411","70,093","71,481","69,911","20.43K","0.28%"
"23-03-2023","70,212","69,725","70,262","69,400","15.78K","1.30%"
"22-03-2023","69,309","68,566","69,498","68,409","13.04K","1.34%"
"21-03-2023","68,394","69,008","69,260","68,127","13.88K","-0.64%"
"20-03-2023","68,838","68,349","69,550","68,151","20.79K","0.49%"
"17-03-2023","68,501","67,140","68,710","67,003","19.15K","2.96%"
"16-03-2023","66,531","67,080","67,833","66,210","18.57K","-1.14%"
"15-03-2023","67,299","66,749","68,720","66,200","25.94K","0.51%"
"14-03-2023","66,956","66,411","67,125","65,890","18.95K","0.46%"
"13-03-2023","66,652","63,623","66,770","63,348","36.71K","5.98%"
"10-03-2023","62,890","61,750","63,629","61,353","23.88K","1.46%"
"09-03-2023","61,984","61,900","62,390","61,500","11.54K","0.27%"
"08-03-2023","61,817","61,703","62,242","61,586","14.24K","-0.63%"
"07-03-2023","62,206","64,357","65,000","62,138","16.83K","-3.33%"
"06-03-2023","64,349","64,657","64,934","64,303","10.17K","1.09%"
"03-03-2023","63,654","63,715","64,800","63,242","0.14K","0.63%"
"02-03-2023","63,256","63,589","63,801","63,191","0.54K","-1.06%"
"01-03-2023","63,935","64,000","64,301","63,598","0.26K","0.24%"
"28-02-2023","63,783","62,915","63,876","62,462","0.44K","1.30%"
"27-02-2023","62,964","62,725","63,337","62,550","4.75K","-0.74%"
"24-02-2023","63,433","64,389","64,450","63,201","13.93K","-1.43%"
"23-02-2023","64,351","65,511","65,511","64,310","11.98K","-1.66%"
"22-02-2023","65,438","65,976","66,133","65,222","11.57K","-0.93%"
"21-02-2023","66,052","65,628","66,200","65,390","13.26K","0.46%"
"20-02-2023","65,749","65,933","65,950","65,501","7.62K","0.18%"
"17-02-2023","65,631","65,228","65,682","64,400","21.32K","0.00%"
"16-02-2023","65,633","65,651","65,780","65,007","15.92K","0.32%"
"15-02-2023","65,421","66,086","66,086","65,150","16.99K","-1.25%"
"14-02-2023","66,251","66,415","66,674","65,660","22.99K","0.16%"
"13-02-2023","66,144","66,275","66,625","66,049","13.67K","-0.78%"
"10-02-2023","66,664","66,755","67,169","66,258","15.24K","-0.55%"
"09-02-2023","67,030","67,619","67,933","66,780","17.97K","-0.89%"
"08-02-2023","67,633","67,677","67,891","67,213","13.03K","0.15%"
"07-02-2023","67,529","67,635","67,845","67,152","14.25K","0.19%"
"06-02-2023","67,399","67,776","68,185","67,300","13.47K","-0.26%"
"03-02-2023","67,576","70,116","70,557","67,406","32.58K","-3.74%"
"02-02-2023","70,204","70,000","72,769","69,970","32.57K","0.52%"
"01-02-2023","69,841","68,754","70,152","68,613","25.18K","1.47%"
"31-01-2023","68,829","68,604","68,890","67,613","21.36K","0.35%"
"30-01-2023","68,589","68,438","68,810","68,360","11.05K","0.38%"
"27-01-2023","68,329","68,589","68,926","67,976","14.72K","-0.51%"
"25-01-2023","68,676","68,497","68,745","67,943","16.43K","0.20%"
"24-01-2023","68,542","68,212","68,700","67,800","20.06K","0.85%"
"23-01-2023","67,964","68,989","69,100","66,769","26.81K","-0.85%"
"20-01-2023","68,547","68,654","69,144","68,340","13.23K","0.28%"
"19-01-2023","68,359","68,015","68,470","67,425","16.72K","0.19%"
"18-01-2023","68,227","69,369","69,767","68,114","19.47K","-1.39%"
"17-01-2023","69,186","69,686","69,849","69,036","11.18K","-0.86%"
"16-01-2023","69,786","69,500","70,077","69,210","9.29K","0.52%"
"13-01-2023","69,427","68,717","69,460","68,111","17.61K","1.14%"
"12-01-2023","68,643","68,349","69,267","68,024","17.99K","0.99%"
"11-01-2023","67,973","68,501","69,224","67,631","16.18K","-0.57%"
"10-01-2023","68,363","68,671","68,694","68,081","11.22K","-0.78%"
"09-01-2023","68,900","69,500","69,835","68,789","10.11K","-0.37%"
"06-01-2023","69,155","68,389","69,289","68,242","15.01K","1.58%"
"05-01-2023","68,078","69,330","69,409","67,830","22.09K","-1.79%"
"04-01-2023","69,318","70,076","70,784","69,117","19.21K","-0.86%"
"03-01-2023","69,917","69,850","71,120","69,850","19.54K","0.50%"
"02-01-2023","69,571","69,503","69,680","69,433","3.78K","0.23%"
"30-12-2022","69,413","69,604","70,000","68,710","21.86K","-0.51%"
"29-12-2022","69,767","68,996","69,899","68,718","12.29K","1.09%"
"28-12-2022","69,013","69,659","69,860","68,629","17.14K","-1.13%"
"27-12-2022","69,801","69,279","70,335","69,238","17.58K","1.05%"
"26-12-2022","69,075","68,201","69,247","68,201","3.68K","0.06%"
"23-12-2022","69,033","68,821","69,277","68,657","11.65K","0.75%"
"22-12-2022","68,520","69,758","69,840","68,443","17.03K","-1.71%"
"21-12-2022","69,709","69,592","70,062","69,330","13.69K","0.10%"
"20-12-2022","69,642","67,776","69,775","67,358","27.27K","3.15%"
"19-12-2022","67,512","67,849","68,267","67,159","15.81K","-0.20%"
"16-12-2022","67,650","67,673","67,859","66,736","21.70K","-0.25%"
"15-12-2022","67,818","68,210","68,327","67,412","23.77K","-2.14%"
"14-12-2022","69,302","68,866","69,390","68,725","11.59K","0.77%"
"13-12-2022","68,775","68,085","69,575","67,989","22.09K","1.46%"
"12-12-2022","67,786","67,490","68,334","67,482","12.00K","-0.37%"
"09-12-2022","68,038","67,362","68,270","66,892","18.34K","1.50%"
"08-12-2022","67,034","66,143","67,299","66,012","12.98K","1.16%"
"07-12-2022","66,267","65,500","66,405","65,411","14.80K","1.30%"
"06-12-2022","65,414","65,552","66,110","65,228","15.36K","1.65%"
"05-12-2022","64,351","65,698","66,000","63,851","0.04K","-0.64%"
"02-12-2022","64,768","64,083","65,304","63,780","0.06K","1.35%"
"01-12-2022","63,905","63,281","64,050","63,000","0.17K","2.68%"
"30-11-2022","62,240","61,356","62,871","61,280","0.46K","1.78%"
"29-11-2022","61,151","61,200","61,582","61,030","3.26K","0.43%"
"28-11-2022","60,891","61,429","62,050","60,737","14.42K","-1.27%"
"25-11-2022","61,676","62,027","62,126","61,270","10.48K","-0.51%"
"24-11-2022","61,993","62,099","62,460","61,850","8.27K","0.59%"
"23-11-2022","61,630","61,125","61,821","60,855","16.95K","1.06%"
"22-11-2022","60,986","61,134","61,615","60,865","14.15K","0.58%"
"21-11-2022","60,635","60,580","60,814","60,164","13.97K","-0.39%"
"18-11-2022","60,875","61,262","61,588","60,551","15.93K","-0.17%"
"17-11-2022","60,978","61,760","61,810","60,712","22.11K","-1.64%"
"16-11-2022","61,997","61,800","62,950","61,727","22.26K","0.66%"
"15-11-2022","61,590","62,550","63,045","61,500","22.41K","-1.41%"
"14-11-2022","62,470","61,619","62,569","61,466","19.10K","1.46%"
"11-11-2022","61,571","62,005","62,766","61,160","22.61K","-0.55%"
"10-11-2022","61,911","61,360","62,778","61,136","22.15K","0.57%"
"09-11-2022","61,561","61,766","62,214","61,215","20.77K","-0.64%"
"08-11-2022","61,959","60,511","62,280","60,363","17.95K","1.83%"
"07-11-2022","60,843","60,244","61,243","60,000","17.48K","0.50%"
"04-11-2022","60,538","58,444","60,740","58,444","35.98K","3.79%"
"03-11-2022","58,326","58,441","58,441","57,049","33.29K","-0.79%"
"02-11-2022","58,790","58,999","59,350","58,630","14.06K","-0.10%"
"01-11-2022","58,846","57,960","59,589","57,960","31.55K","2.03%"
"31-10-2022","57,678","57,307","57,840","57,097","15.44K","0.34%"
"28-10-2022","57,480","58,389","58,464","57,049","21.72K","-1.37%"
"27-10-2022","58,278","58,033","58,520","57,793","19.25K","0.19%"
"26-10-2022","58,166","58,248","58,460","57,983","8.26K","0.19%"
"25-10-2022","58,055","57,740","58,189","56,783","20.92K","0.53%"
"24-10-2022","57,748","57,700","58,060","57,520","3.22K","0.23%"
"21-10-2022","57,613","56,337","57,698","55,591","30.36K","1.69%"
"20-10-2022","56,653","55,614","57,240","55,604","21.11K","1.14%"
"19-10-2022","56,014","56,400","56,487","55,910","11.20K","-0.60%"
"18-10-2022","56,354","56,239","56,820","55,893","14.33K","0.08%"
"17-10-2022","56,307","55,697","56,869","55,551","17.51K","1.96%"
"14-10-2022","55,226","57,226","57,517","54,911","26.63K","-3.35%"
"13-10-2022","57,140","57,374","57,977","56,194","25.86K","-0.32%"
"12-10-2022","57,325","58,000","58,120","57,156","19.58K","-2.07%"
"11-10-2022","58,535","58,800","58,860","58,019","17.38K","-0.96%"
"10-10-2022","59,102","60,000","60,000","58,806","21.37K","-2.77%"
"07-10-2022","60,785","61,450","61,940","60,327","21.77K","-0.91%"
"06-10-2022","61,346","61,100","61,675","60,768","16.59K","0.95%"
